Series Name,Series Code,Country Name,Country Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Australia,AUS,23893036212,29641239986,32685644930,27726719701,29067197971,31256424024,32979854505,32383536263,39316065192,50963276606,53254328588,52891452790,53566869184,55920460933,59734347976,73036828037,77569802731,81973704805,81368785186,80249404687,89083715380,83150692283,81408539138,98146185207,1.2079E+11,1.44095E+11,1.59927E+11,1.83462E+11,2.35793E+11,2.07759E+11,2.33202E+11,2.79402E+11,3.28788E+11,3.27211E+11,3.07764E+11,2.84286E+11,2.53979E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Austria,AUT,28804546054,25121970537,23056333952,23054908764,22975942714,24377070298,31681524651,39014929256,44619830046,47243466771,59528539392,61571774190,67196213999,60491835325,68794915191,83626177153,84936638939,80435483144,84102623388,84389782655,82583692648,84583257271,88703783173,1.09273E+11,1.31991E+11,1.43264E+11,1.58458E+11,1.8679E+11,2.09402E+11,1.66636E+11,1.87159E+11,2.20536E+11,2.09538E+11,2.17723E+11,2.21515E+11,1.87994E+11,1.91121E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Azerbaijan,AZE,,,,,,,,,,,3474320239,3622902230,2725096547,3019037459,1015000340,1267080012,1764609974,2101202008,2424675962,1918507949,2023530036,2130003114,3120948982,4769463755,6312082121,7006588428,8132889635,9423875539,11464094450,10235008709,10940949296,15881853869,17622072301,19765583174,19718220069,18473453055,16529046813,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,"Bahamas, The",BHS,839600000,889700000,939900000,1005300000,1190100000,1375500000,1431700000,1514500000,,1750510000,1771670000,1716350000,1592260000,1589080000,1739670000,1883080000,2086690000,2394270000,2596540000,2660620000,2964160000,2820100000,2672170000,2758870000,3018930000,3700160000,4417160000,4489390000,4452000000,3728000000,3895000000,4522000000,4944670000,4689200000,5493700000,4653100000,4686200000,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Bahrain,BHR,3540992040,4161702128,3892819149,3471808777,3665159574,3280851064,2588829787,2964627660,2869148936,3385638032,4001596011,4414893617,4596276330,4198138298,4119148936,4122340426,4649734043,4413031915,3950532181,4168882979,5132180851,4794680851,5624202128,6205053191,8170478723,10286968085,11559042553,12626329787,16276329787,11353989362,13097074468,21507978723,25750000000,28332446809,26547872340,22301861702,21088031915,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Bangladesh,BGD,3243617765,2858506732,2877295409,2590824916,2538320000,2860038462,2577133333,2842322581,3255865305,3679750954,4126170021,3785238015,3915198860,4677910147,4681795690,6580596891,7601784557,7625081831,8058876652,8525935940,9060862652,10102557450,9060891520,9761830743,10229675556,13891430894,15626727219,18268578048,22873050576,23726338035,25106319011,35373857177,37272043677,40135237754,44128009984,48280651359,47171578943,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Barbados,BRB,,,,,,,,,,,872719136.9,836821955.9,676900000,779893601.2,821061005.3,998458708.3,1073683687,1230845722,1286033908,1372743996,1448450000,1386450000,1381950000,1512750000,1734650000,2016750000,2131850000,2216150000,2433500000,2045250000,2174250000,2266450000,2210000000,2398150000,2336350000,2006600000,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Belarus,BLR,,,,,,,,,,,9450000000,5820000000,9901851852,13577355372,12558660624,7552701241,7441130769,9276197812,9727874610,7481163280,9221273499,8685107914,9833264188,12296961250,17182669848,17850098894,23741979839,30430203781,41721254682,30401933405,36934306814,49102934673,48809523810,46436407658,43907521518,32689583072,29751306795,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Belgium,BEL,67211980411,58876182855,55151809465,52365700276,53248465861,53044189075,66132838902,80834902323,92632280417,1.00889E+11,1.23029E+11,1.22985E+11,1.32228E+11,1.19015E+11,1.34356E+11,1.62226E+11,1.62111E+11,1.54086E+11,1.56588E+11,1.56378E+11,1.64681E+11,1.60957E+11,1.67768E+11,2.02229E+11,2.43552E+11,2.70594E+11,2.94995E+11,3.47604E+11,4.10814E+11,3.24878E+11,3.60977E+11,4.27499E+11,4.06717E+11,4.19284E+11,4.35434E+11,3.61461E+11,3.8155E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Belize,BLZ,133550000,145350000,126500000,122850000,147950000,128200000,132450000,173100000,213650000,251050000,248100000,288400000,274248250,280961550,304594500,304557200,322397200,364499950,392227550,493526400,613000000,602450000,616700000,653017500,618982100,698550150,750575100,790029600,953288000,751680250,802947600,938361000,990310550,1077233000,1125691100,1179641450,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Benin,BEN,524469482.1,567561768.1,508205482.7,345886049.7,325135991.3,383239061.8,435776317.7,483576008.7,519825023.3,372643203,520152807.1,602729559.6,567957714.4,748725692.9,576481292.4,790421189,708783113.7,715320118.4,797921925,1102324171,895394973.1,989716092.7,955970273.2,1161389628,1245729576,1291452507,1456520213,2102378049,2399703621,2294433362,2593296277,2672156360,2859593546,3782487248,4315403052,3299520923,3403657825,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Bermuda,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771580000,1734013000,1601009000,1586786000,1649401000,,,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Bhutan,BTN,51145038.17,70324480.37,71035940.8,75792079.21,76389964.79,88067906.22,105563838.2,96440586.42,139419540.2,104771411,91892632.78,100325417.8,140203703.7,103725644.5,106766337.3,129190255.9,144504092.6,168768108,186282113.4,212456107.8,212059053.3,227453441.9,264919938,316165538.6,436818185.1,527747499.3,531258320.5,685306960.4,729319253.8,786732031.4,1121423791,1282994611,1149629846,1119922591,1115099235,1271196289,1174759842,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Bolivia,BOL,1011201260,1352344539,1644889781,1303554589,1592952109,1228323588,1017851568,1043169574,1063833481,1092054033,1164632090,1440847065,1640403025,1627865935,1626751434,1825637773,2017479801,2326903298,2768710913,2260778164,2294564082,2056200185,2191068898,2131085361,2309688004,3064661856,3752334864,4495745873,6329651161,5705628917,6744572947,9199095430,10233217800,11386396527,13848956006,12231374674,10831641389,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,1085000000,1334000000,2336999934,2672984372,4049326021,4412863889,4157033208,4365003066,4717671800,6961219561,7767381143,8039422649,8107497915,8907162351,11336685141,8584652319,8806994650,10403826143,9621562870,9840728396,10498812915,8628568188,8843255472,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Botswana,BWA,704902213.1,768136727.6,703068855,733430577.1,719192852.7,571113213.5,684183917.8,952022157.4,1161735754,1422750509,1887395861,1834537000,1723775892,1627109901,1718989794,2070052666,1799831538,2395831051,2517475567,2398365193,2320710338,2133671163,2158048611,2779825087,3706961580,3533676425,3451273001,4440003821,5586576631,5327109335,6554992935,8227896230,8854720374,9163746872,8770746715,7728958377,6581935964,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Brazil,BRA,26571483280,25827534749,23307743171,18314364419,16563864377,15818492272,17038985217,18211636976,18807996682,23242900391,32160000000,47710000000,33590625000,39822360248,53957453465,72751443827,75733757835,84720779221,81259801810,68433900920,81610822629,81470538220,68004708451,72356191095,87897777778,1.05596E+11,1.29232E+11,1.6716E+11,2.32728E+11,1.87616E+11,2.60188E+11,3.20105E+11,3.22009E+11,3.44504E+11,3.35819E+11,2.53714E+11,2.17796E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Brunei Darussalam,BRN,574911264.7,598759880.7,734579439.3,729768102.2,,,,,,1051120340,1312000000,1487034036,2004297115,2125263028,1978525599,2642867222,3102127660,3040140086,2325525813,2226548673,2149450696,2195267065,2432352284,2358621283,2502655958,2601040675,2892504248,3416827019,3974597798,3841055960,3832783278,5563240321,6758162612,7761349105,5240726125,4226489199,4302837559,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Bulgaria,BGR,6088384615,6859642857,6424733333,6118555556,6729388889,7411526316,8802352941,11977307692,10352294118,10589277778,7577727273,4290322581,5479381443,4963768116,4429059041,6519449405,4588656549,4174189904,5276354238,6449155466,5500577403,6269113379,6827243139,9430015005,13630160625,17080644178,22027000577,31626174948,39338618008,26258264022,26837706782,33700520441,34484200394,36277928882,37417879528,32107080027,31764492959,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Burkina Faso,BFA,602966359.7,558238164.6,554828007.5,473268805.4,419829355.8,481677884.2,589940838.7,665476559.1,709757519.1,618479382.7,758453092.9,731992034.9,437468498.2,482110691.9,474345862.2,633116355.2,714319767.8,651175221.5,789066274.1,723529014.5,656698457.2,650493800.8,695492405.8,926190162,1248353161,1408926910,1476327435,1684344020,2204833709,2320061450,2661670136,3555059370,4149368368,4910511295,4324049634,3780895918,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Burundi,BDI,214223333.3,213555555.6,272632222.2,268000000,232495196.7,239045071.7,268172621.5,291223994,280918091.1,255573911.4,314442790,332769070,319246482.3,254942339.4,263464979,272899694.1,136902390.4,140485312.9,173751546,129001348.6,141321270.5,138400674.4,140218224.2,164737396.3,225367196.2,373658949.2,596736450.4,464102100.3,611231022.5,750254922.2,794106317.3,887268012.1,926374220,929592021.3,1037572768,912048932.9,959704090.5,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Cabo Verde,CPV,95271002.54,98597331.95,111363376.2,107746729.5,102579340.4,109057018.5,143832346.2,154640326.9,157247386.1,166385998.1,211201277.1,205936309.7,238072377.9,230719808,229787766.7,294133735.8,277548294.9,287190631.1,308372216.2,355408993.1,326304704.5,351069967.2,425645501,548644421.4,642983643.3,647010928.1,805264991.1,1002327714,1128862233,975047361,1028011941,1199639657,1048423623,1015184714,1127609221,,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Cambodia,KHM,,,,,,,,,,,,,,827697458.4,1079617531,1603001243,1535847164,1560476055,1384886253,1886392173,2256850530,2438297157,2753379504,3100545073,3784818547,4578016313,5530235561,6301646857,7016217713,5816477547,6691507364,7633716515,8813214288,10303038305,11192212102,11939258369,13144698809,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Cameroon,CMR,1828861014,2169800854,2117131907,2163148272,2418063346,2572868200,2413598418,2537512535,1994132706,1979526250,1930731927,1820379197,2087299308,1942661110,2008477429,1698592174,2436723534,2704330298,2384496410,2275345530,2515403939,2933604778,3189636263,3741046547,4222751576,4731960094,5092288035,6621856553,8694602319,6860732724,7046206466,9095711686,8809596983,9716644401,10527164427,8535825967,7543172007,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Canada,CAN,70404560896,78611226958,66961173705,73958941902,87017990889,92167704138,98333213386,1.07112E+11,1.28295E+11,1.41234E+11,1.47858E+11,1.51757E+11,1.57205E+11,1.6803E+11,1.82802E+11,1.99284E+11,2.08617E+11,2.36596E+11,2.4081E+11,2.59053E+11,2.86676E+11,2.67822E+11,2.70575E+11,2.94625E+11,3.36556E+11,3.84891E+11,4.29507E+11,4.69362E+11,5.05034E+11,4.10146E+11,4.99993E+11,5.68146E+11,5.87121E+11,5.86141E+11,5.85135E+11,5.30268E+11,5.12704E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Central African Republic,CAF,327433570,236648293.6,256106186.9,241183767.1,226437019,273603657.5,321221786.9,342886690,316906397.3,326536958.4,372791488.3,359806867.5,372229135.9,292701084.1,212952087.8,315152768.2,258135823.4,271328255.3,274652946.2,239761597.8,231254888.7,210345022.8,199723610.8,205101408.2,244440120.2,290317082.7,322489945.8,398343553.1,465218535.9,460467523.9,526488629.4,483637201.3,472607624.6,379716267.5,639651854.2,547649421.5,527084435.9,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Chad,TCD,298183134.1,198725614.9,112596761.9,195963410.4,221072311.2,323630060.9,377752728.6,423865232.8,446324643.2,450301764,485189440,457982417.3,466958175.5,429082089.2,411559916.5,488251590.1,467199450.1,475289607.4,515889603.2,494007543.6,480353067.9,848795799.9,2259148720,1607680690,2241006278,2517056319,3587012215,3475140238,3891825730,3883790132,4640908894,5081831144,5207893610,5061233511,5912094411,4063538645,3651511384,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Chile,CHL,7679845877,9047297177,5382281401,4355576959,4799834957,4307602968,4672424640,5752821226,6765529486,8748407010,9686180976,10137181116,12544703152,13669475781,14680688842,19346618434,21946625731,24191173540,23494325678,19982048574,22411585685,21822419952,21332345472,23190197866,29694953337,38680972557,45358377418,54405352884,70715782094,50503967543,68442909064,86884940756,91222239392,91237690166,83730106972,72242337124,68237444820,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,China,CHN,12450000000,14591269841,17788124795,19385304449,24710305081,38302403274,33592580690,33781853910,48984701330,46118793490,38461758920,43941659170,61849400129,86072328750,97250445198,1.19901E+11,1.37262E+11,1.44624E+11,1.44914E+11,1.68058E+11,2.24306E+11,2.43974E+11,2.9562E+11,4.12137E+11,5.56183E+11,6.48712E+11,7.82812E+11,9.49017E+11,1.14648E+12,1.02959E+12,1.38008E+12,1.8254E+12,1.94322E+12,2.11938E+12,2.26125E+12,2.04576E+12,1.95037E+12,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Colombia,COL,5203232620,5615791810,5913946559,5123165384,4770997073,4370687816,4190788878,4698963510,5434977201,5463099784,5969019819,5735723971,7765034454,10468179980,17091698826,19392751884,20252680332,22137740206,20576289396,15343463758,16732945250,18181380994,17791627420,18880942910,22352723852,27531480121,33390235134,41049095461,49437130105,42670565558,50988385237,66857508326,74069955354,76517617046,80870482887,68136439872,58541217126,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Comoros,COM,64152503.95,56236157.26,57656114.13,59866771.83,59695206.81,57312128.05,67420729.25,83484733.51,86665680.25,78080131.51,92877278.36,94305479,111402185.8,99396030.94,87769225.08,103347846.2,95381327.22,91253602.82,80249279.71,75484879.42,57301990.23,64978813.31,69491721.91,101201994.5,119511233.6,138381749.5,155667548.4,191350716.1,255325613.4,253617286.3,274155699.7,306255239.2,321496769.2,370280818.1,390568029.2,267487309.2,269754409.4,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,"Congo, Dem. Rep.",COD,2353845419,2149230266,1904761877,1903154418,2052227172,1844401509,1945438642,2211277028,2465392973,2240912519,2730558340,2192456296,1438083977,975386930,1157755221,1338976146,1749529627,913626093.6,2044259390,826448700,2971014493,971000000,1190984744,2684033001,2739841247,2818901559,3620492744,7640835071,8854222094,6738078189,9940710712,11839563675,10839711772,13401952029,15034396292,11984597102,11186242814,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,"Congo, Rep.",COG,1025655320,1516938861,1480190946,1085638606,1000785740,1210204368,992475139.7,887412825.5,894415286.6,832266748.9,532937076,764320168.2,482474332.9,601401870.7,1313209354,1345946346,1523134197,1397383585,1415791995,1391257443,1404291176,1489688468,1628973920,2658587664,2363288839,3317745076,5073251097,4493098516,5574031839,4816476039,6568061913,8343154976,8251795057,9306801069,9960023462,8242700349,6222524410,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Costa Rica,CRI,1778891482,1264049997,1099078497,1227008386,1333638392,1377608679,1476531124,1795154558,1914528768,2340810917,2686102521,2737000735,3495370105,4150829595,4416262645,4821923955,5143782196,5803238177,6578730899,6411945533,6545131899,6445457476,6828718248,7367380193,8011993538,9172016299,10561774083,12333165317,14660109210,10800050161,13061023690,15465817011,16718693002,17055281117,17596280345,17478906710,18329828592,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Cote d'Ivoire,CIV,4190182123,3565652190,2975901593,2442621512,2175043870,2260591210,2764108287,2987988909,2860181709,2835035989,2926929958,2831550804,3135722395,2861522067,2436641848,3788785443,3935331284,4136989193,4410458617,4225089821,3628438194,3676789145,4000564142,5108743062,6324073681,7521516467,7601360209,8587383896,9728422151,9692737803,10781657537,9476194624,11987610452,12070076939,9093842826,8560554804,7346491228,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Croatia,HRV,,,,,,,,,,,,,,,,8035817370,8822247948,10535889767,9226183128,8538670416,8612139411,9824130636,12242487862,16056768307,18904156240,20633698649,23411685664,27803872471,32786134908,23976715382,22768439105,25434731432,23216137497,24590668688,25356476514,22664332619,23643313517,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Cuba,CUB,8817697500,8905963976,9251183529,9765161118,10603443142,10307791680,10606362971,11073229683,11837456728,12096964757,11708950532,7067591647,4025942838,3516494865,4135300811,4840440189,4330900000,4523000000,4697400000,4916000000,5179600000,5109300000,4434700000,4895200000,5841100000,7822600000,9744000000,10332600000,14806100000,9594000000,11400000000,15079000000,14888000000,15602000000,13865000000,12591200000,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Cyprus,CYP,1358664013,1321842817,1387106289,1382085651,1528712762,1429846929,1496618983,1862396346,2289354454,2732346864,3192962740,3294451136,4191531291,3158397055,3570773571,6645407503,6993350063,6771493729,6855316742,6823408846,6877097078,6725045537,7114519231,8198414496,9933250000,10515856237,11501693639,13968792773,17498754944,14028341206,14692715232,15321100917,13754079404,13686006373,14017380921,12606410114,13248119469,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Czech Republic,CZE,,,,,,,,,,,12438352860,9795911521,13437954139,15843237073,18274206326,25999660889,28922056201,27567148076,28245170564,28114159425,30849917737,33952260639,38008100530,47928497997,67359862723,81541235693,97081245906,1.21037E+11,1.43936E+11,1.13004E+11,1.30581E+11,1.53815E+11,1.47999E+11,1.489E+11,1.58319E+11,1.40217E+11,1.40732E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Denmark,DNK,23438669955,21452396328,21123325812,20444395845,20459803410,22341644332,28624026696,32440390041,34827155909,35549369374,42672817762,43805674979,45947383244,41582226746,48298902619,59022026274,58923896735,57971231736,60376522206,59349215906,62604693744,63303095112,69404157219,80789957041,96223898783,1.10938E+11,1.31928E+11,1.55193E+11,1.78986E+11,1.36942E+11,1.40316E+11,1.63146E+11,1.59029E+11,1.65681E+11,1.68204E+11,1.45778E+11,1.4544E+11,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Djibouti,DJI,,,,,,,,,,,354780808.1,360970284.9,367159761.6,299238694.4,275493610.8,254922040.7,248906994.7,253003302.9,274891543.5,259226540.5,277721822.4,262006178.2,258613219.6,305236860,360805419.7,361105328,440797654.8,654165799.2,,,,,,,,,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Dominica,DMA,54703703.7,52111111.11,50111111.11,48407407.41,61444444.44,59103703.7,66366666.67,77500000,98888888.89,120259259.3,133948148.1,126318518.5,125225925.9,122285185.2,135300000,144300000,145100000,172851851.9,172185185.2,180592592.6,183077777.8,165748888.9,156234518.5,157336555.6,174111518.5,196296296.3,198888888.9,236331777.8,287322111.1,264465888.9,264518703.7,264806925.9,249877333.3,243662777.8,334655658.5,314670779.2,313908345.5,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Dominican Republic,DOM,1919000100,1818000000,1532999900,1578000000,3392999900,1871668091,2048763695,2180723835,2243631836,2977325552,3090575006,4187033185,4961782343,5456128000,6030849206,6432286822,6919069811,7876820700,9220752369,9405546398,11006223002,10204707475,10717407626,9237816194,9158579073,12072835164,13653160449,15541193425,18101272275,14310440322,17943989716,20049054693,20512637647,19504068305,20047191744,19942361221,20690876959,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Ecuador,ECU,3196675358,3336486378,3538835376,2627143347,2652200359,2750018249,2677096293,3118845050,3087613078,3449083353,3326816743,3656282141,3740586293,4381543772,5336068034,6016443222,5535280640,6613086543,7136267134,4483779890,5010291146,6734248000,7960638000,7992504000,9554409000,11821905000,13748900000,15636623000,20933400000,16790125000,22541700000,26453861000,27772113000,29459627000,30168281000,23815449000,18884441000,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,"Egypt, Arab Rep.",EGY,9821666806,11422973243,10731527586,10250291269,10973984089,11115067009,9183348831,9222152082,12322089154,12826827654,14109376716,13233865636,12938946228,14015606242,14561091340,16661751696,17718160377,19528023599,21812278630,21144205249,22779979451,21801850844,19916531417,20219675452,23330246462,29245707243,33931336895,45443397218,62909090909,59712047581,58196067049,58264626401,67928934857,67399869699,69282077028,72069373919,65506371747,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,El Salvador,SLV,1188160000,1154480000,967760600,1048723500,1044917600,1135807500,1095515800,1033141700,933715700,1035800000,1499200000,1620900000,1931400000,2366400000,2846700000,3587200000,3500200000,4181300000,4453100000,4647000000,5573300000,5750800000,5876800000,6466200000,6998100000,7548900000,8564300000,9709600000,10650900000,7990640000,9176460000,10797420000,10496240000,11098500000,10916550000,10915620000,10544090000,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Equatorial Guinea,GNQ,143284669.6,135238081,146421860.1,82323818.59,103775936.5,70340109.69,117556311.6,185610971.8,215660201.4,159824023.1,184272601.2,225195520.6,188913828.1,185573606.1,125907593.9,406336183.2,987543009.5,1253071301,1541281939,1791784217,2218247260,3312585305,2328212363,4675093070,5971209269,3583355428,3652042752,5942729603,7794030129,7193785588,9601437176,8378620545,10023932128,8610268399,8350274567,5505347456,4514647581,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Eritrea,ERI,,,,,,,,,,,,,214474287.1,334544481,440568181.8,479375000,606037724,589008180.7,597114875.2,597465839.1,411183688.3,460868367.3,472665759.2,587987181.1,663164475.1,603478679.6,464617886.2,379414634.1,360673606.5,435274751.2,494229450.4,603784852,,,,,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Estonia,EST,,,,,,,,,,,,,,2728886213,3259065308,3295550118,3431489400,4158018485,4721056069,4274527577,3688783286,4078346075,4815880757,6478792683,8368425093,9945822286,12490803789,16026245688,17111285045,10974921506,13394545945,18723922752,19457984715,20484623001,20912288875,16835841649,17531783456,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10079844913,13699443640,13812126942,16182860468,19528123370,20107326731,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,463079035.3,559616983.5,611151662.1,584538857.1,610662849.8,869651016.3,769641635.1,908636128.7,1025593597,1329977772,1323826524,1093100039,1110755499,1363644830,1501078981,1492797749,,,,
Imports of goods and services (current US$),NE.IMP.GNFS.CD,Fiji,FJI,633985574.6,709805991.1,592664199.9,550737561.5,517088583,510575502.8,509312295.9,495216657.3,567713067.2,713813793.6,897899925.7,837286527.5,841184298.1,972240238.7,1085171778,1159496551,1252975130,1223730692,965975437.9,1192881803,1183312976,1140911886,1177923087,1580546471,1920600115,1957994086,2107268253,2097309383,2592345799,1715044946,2006568316,2460852108,2549025085,2911100250,2840256437,2424628146,2409485845,
